Entity,Code,Year,Annual CO2 emissions (per capita)
European Union (27),,1929,4.1189
European Union (27),,1930,3.7164
European Union (27),,1931,3.3232
European Union (27),,1932,2.9174
European Union (27),,1933,2.9888
European Union (27),,1934,3.201
European Union (27),,1935,3.3299
European Union (27),,1936,3.4486
European Union (27),,1937,3.8572
European Union (27),,1938,3.8724
European Union (27),,1939,3.9639
European Union (27),,1940,4.1056
European Union (27),,1941,4.0956
European Union (27),,1942,4.1471
European Union (27),,1943,4.1108
European Union (27),,1944,3.5174
European Union (27),,1945,1.5164
European Union (27),,1946,2.6124
European Union (27),,1947,3.0547
European Union (27),,1948,3.3703
European Union (27),,1949,3.714
European Union (27),,1950,3.891
European Union (27),,1951,4.3189
European Union (27),,1952,4.4542
European Union (27),,1953,4.5009
European Union (27),,1954,4.7478
European Union (27),,1955,5.0953
European Union (27),,1956,5.4135
European Union (27),,1957,5.5416
European Union (27),,1958,5.4535
European Union (27),,1959,5.4937
European Union (27),,1960,5.8906
European Union (27),,1961,6.1159
European Union (27),,1962,6.4885
European Union (27),,1963,6.8656
European Union (27),,1964,7.1598
European Union (27),,1965,7.1902
European Union (27),,1966,7.3504
European Union (27),,1967,7.4606
European Union (27),,1968,7.8649
European Union (27),,1969,8.3316
European Union (27),,1970,8.6389
European Union (27),,1971,8.811
European Union (27),,1972,9.087
European Union (27),,1973,9.4711
European Union (27),,1974,9.3641
European Union (27),,1975,9.1258
European Union (27),,1976,9.767
European Union (27),,1977,9.6199
European Union (27),,1978,9.8963
European Union (27),,1979,10.1235
European Union (27),,1980,9.9943
European Union (27),,1981,9.4338
European Union (27),,1982,9.1808
European Union (27),,1983,9.0498
European Union (27),,1984,9.1094
European Union (27),,1985,9.2217
European Union (27),,1986,9.1562
European Union (27),,1987,9.2107
European Union (27),,1988,9.081
European Union (27),,1989,9.1453
European Union (27),,1990,9.2091
European Union (27),,1991,9.0315
European Union (27),,1992,8.703
European Union (27),,1993,8.5174
European Union (27),,1994,8.4553
European Union (27),,1995,8.5565
European Union (27),,1996,8.7472
European Union (27),,1997,8.5876
European Union (27),,1998,8.5628
European Union (27),,1999,8.424
European Union (27),,2000,8.4366
European Union (27),,2001,8.5488
European Union (27),,2002,8.5218
European Union (27),,2003,8.6844
European Union (27),,2004,8.6771
European Union (27),,2005,8.602
European Union (27),,2006,8.5985
European Union (27),,2007,8.4795
European Union (27),,2008,8.2642
European Union (27),,2009,7.5803
European Union (27),,2010,7.7962
European Union (27),,2011,7.5565
European Union (27),,2012,7.3774
European Union (27),,2013,7.1837
European Union (27),,2014,6.8672
European Union (27),,2015,6.9774
European Union (27),,2016,6.983
European Union (27),,2017,7.0278
European Union (27),,2018,6.8523
European Union (27),,2019,6.5389
European Union (27),,2020,5.8362
European Union (28),,1750,1.0067
European Union (28),,1760,1.0198
European Union (28),,1770,1.1835
European Union (28),,1780,1.3767
European Union (28),,1790,1.6648
European Union (28),,1800,0.7374
European Union (28),,1801,0.7243
European Union (28),,1802,0.5125
European Union (28),,1803,0.7956
European Union (28),,1804,0.4914
European Union (28),,1805,0.8227
European Union (28),,1806,0.8525
European Union (28),,1807,0.8227
European Union (28),,1808,0.8302
European Union (28),,1809,0.8201
European Union (28),,1810,0.5042
European Union (28),,1811,0.5265
European Union (28),,1812,0.5366
European Union (28),,1813,0.5296
European Union (28),,1814,0.5312
European Union (28),,1815,0.5381
European Union (28),,1816,0.5788
European Union (28),,1817,0.5885
European Union (28),,1818,0.5788
European Union (28),,1819,0.551
European Union (28),,1820,0.5504
European Union (28),,1821,0.5508
European Union (28),,1822,0.566
European Union (28),,1823,0.5931
European Union (28),,1824,0.6072
European Union (28),,1825,0.6236
European Union (28),,1826,0.6227
European Union (28),,1827,0.6616
European Union (28),,1828,0.6612
European Union (28),,1829,0.6506
European Union (28),,1830,0.7052
European Union (28),,1831,0.6609
European Union (28),,1832,0.6542
European Union (28),,1833,0.6585
European Union (28),,1834,0.6631
European Union (28),,1835,0.6816
European Union (28),,1836,0.7855
European Union (28),,1837,0.7742
European Union (28),,1838,0.796
European Union (28),,1839,0.795
European Union (28),,1840,0.8413
European Union (28),,1841,0.8606
European Union (28),,1842,0.9008
European Union (28),,1843,0.9049
European Union (28),,1844,0.9504
European Union (28),,1845,1.03
European Union (28),,1846,1.0101
European Union (28),,1847,1.0892
European Union (28),,1848,1.12
European Union (28),,1849,1.1724
European Union (28),,1850,1.1692
European Union (28),,1851,1.1777
European Union (28),,1852,1.215
European Union (28),,1853,1.2495
European Union (28),,1854,1.4735
European Union (28),,1855,1.4352
European Union (28),,1856,1.5552
European Union (28),,1857,1.5558
European Union (28),,1858,1.4557
European Union (28),,1859,1.5246
European Union (28),,1860,1.3672
European Union (28),,1861,1.4467
European Union (28),,1862,1.4593
European Union (28),,1863,1.5265
European Union (28),,1864,1.635
European Union (28),,1865,1.7392
European Union (28),,1866,1.7775
European Union (28),,1867,1.8178
European Union (28),,1868,1.8266
European Union (28),,1869,1.8969
European Union (28),,1870,1.872
European Union (28),,1871,1.9759
European Union (28),,1872,2.1189
European Union (28),,1873,2.2156
European Union (28),,1874,2.033
European Union (28),,1875,2.2246
European Union (28),,1876,2.2912
European Union (28),,1877,2.2671
European Union (28),,1878,2.2655
European Union (28),,1879,2.2826
European Union (28),,1880,2.535
European Union (28),,1881,2.5518
European Union (28),,1882,2.6713
European Union (28),,1883,2.7505
European Union (28),,1884,2.7557
European Union (28),,1885,2.7059
European Union (28),,1886,2.7129
European Union (28),,1887,2.7936
European Union (28),,1888,2.8889
European Union (28),,1889,3.0489
European Union (28),,1890,3.1209
European Union (28),,1891,3.1972
European Union (28),,1892,3.0642
European Union (28),,1893,2.9376
European Union (28),,1894,3.1677
European Union (28),,1895,3.2115
European Union (28),,1896,3.3345
European Union (28),,1897,3.4582
European Union (28),,1898,3.5264
European Union (28),,1899,3.7081
European Union (28),,1900,3.8402
European Union (28),,1901,3.7692
European Union (28),,1902,3.7461
European Union (28),,1903,3.8789
European Union (28),,1904,3.898
European Union (28),,1905,4.0081
European Union (28),,1906,4.0772
European Union (28),,1907,4.4739
European Union (28),,1908,4.5074
European Union (28),,1909,4.4668
European Union (28),,1910,4.4503
European Union (28),,1911,4.5927
European Union (28),,1912,4.8096
European Union (28),,1913,5.0462
European Union (28),,1914,4.5464
European Union (28),,1915,4.3151
European Union (28),,1916,4.514
European Union (28),,1917,4.4729
European Union (28),,1918,4.1972
European Union (28),,1919,3.505
European Union (28),,1920,4.0731
European Union (28),,1921,3.6965
European Union (28),,1922,4.1264
European Union (28),,1923,3.8892
European Union (28),,1924,4.4095
European Union (28),,1925,4.3354
European Union (28),,1926,3.6071
European Union (28),,1927,4.5825
European Union (28),,1928,4.5413
European Union (28),,1929,4.8963
European Union (28),,1930,4.4856
European Union (28),,1931,4.0564
European Union (28),,1932,3.6519
European Union (28),,1933,3.697
European Union (28),,1934,3.9617
European Union (28),,1935,4.0832
European Union (28),,1936,4.2477
European Union (28),,1937,4.6346
European Union (28),,1938,4.5883
European Union (28),,1939,4.6707
European Union (28),,1940,4.8494
European Union (28),,1941,4.8308
European Union (28),,1942,4.8694
European Union (28),,1943,4.787
European Union (28),,1944,4.2343
European Union (28),,1945,2.4302
European Union (28),,1946,3.4299
European Union (28),,1947,3.8788
European Union (28),,1948,4.1867
European Union (28),,1949,4.5053
European Union (28),,1950,4.6927
European Union (28),,1951,5.175
European Union (28),,1952,5.2425
European Union (28),,1953,5.3058
European Union (28),,1954,5.5457
European Union (28),,1955,5.9009
European Union (28),,1956,6.1627
European Union (28),,1957,6.2565
European Union (28),,1958,6.1351
European Union (28),,1959,6.1369
European Union (28),,1960,6.5649
European Union (28),,1961,6.7617
European Union (28),,1962,7.0859
European Union (28),,1963,7.4285
European Union (28),,1964,7.6849
European Union (28),,1965,7.7346
European Union (28),,1966,7.8555
European Union (28),,1967,7.883
European Union (28),,1968,8.2619
European Union (28),,1969,8.7129
European Union (28),,1970,9.0301
European Union (28),,1971,9.1923
European Union (28),,1972,9.401
European Union (28),,1973,9.7588
European Union (28),,1974,9.5678
European Union (28),,1975,9.3259
European Union (28),,1976,9.8761
European Union (28),,1977,9.759
European Union (28),,1978,10.0017
European Union (28),,1979,10.287
European Union (28),,1980,10.0316
European Union (28),,1981,9.4987
European Union (28),,1982,9.2493
European Union (28),,1983,9.1272
European Union (28),,1984,9.1434
European Union (28),,1985,9.3056
European Union (28),,1986,9.2645
European Union (28),,1987,9.3161
European Union (28),,1988,9.1958
European Union (28),,1989,9.2727
European Union (28),,1990,9.3647
European Union (28),,1991,9.2219
European Union (28),,1992,8.8968
European Union (28),,1993,8.7005
European Union (28),,1994,8.6342
European Union (28),,1995,8.7032
European Union (28),,1996,8.9124
European Union (28),,1997,8.715
European Union (28),,1998,8.7003
European Union (28),,1999,8.5611
European Union (28),,2000,8.5817
European Union (28),,2001,8.6943
European Union (28),,2002,8.6333
European Union (28),,2003,8.7949
European Union (28),,2004,8.7855
European Union (28),,2005,8.7058
European Union (28),,2006,8.6883
European Union (28),,2007,8.556
European Union (28),,2008,8.3261
European Union (28),,2009,7.6155
European Union (28),,2010,7.8298
European Union (28),,2011,7.528
European Union (28),,2012,7.4001
European Union (28),,2013,7.2046
European Union (28),,2014,6.8461
European Union (28),,2015,6.9043
European Union (28),,2016,6.8581
European Union (28),,2017,6.8684
European Union (28),,2018,6.6995
European Union (28),,2019,6.3973
European Union (28),,2020,5.7064
Faeroe Islands,FRO,1950,1.2794
Faeroe Islands,FRO,1951,1.2779
Faeroe Islands,FRO,1952,1.7355
Faeroe Islands,FRO,1953,2.6445
Faeroe Islands,FRO,1954,2.3937
Faeroe Islands,FRO,1955,3.046
Faeroe Islands,FRO,1956,3.4566
Faeroe Islands,FRO,1957,2.8635
Faeroe Islands,FRO,1958,3.4785
Faeroe Islands,FRO,1959,2.8959
Faeroe Islands,FRO,1960,1.6932
Faeroe Islands,FRO,1961,3.2384
Faeroe Islands,FRO,1962,3.3008
Faeroe Islands,FRO,1963,3.4638
Faeroe Islands,FRO,1964,3.3209
Faeroe Islands,FRO,1965,3.6796
Faeroe Islands,FRO,1966,3.7345
Faeroe Islands,FRO,1967,4.4701
Faeroe Islands,FRO,1968,4.8045
Faeroe Islands,FRO,1969,5.5112
Faeroe Islands,FRO,1970,6.5751
Faeroe Islands,FRO,1971,6.5933
Faeroe Islands,FRO,1972,5.8749
Faeroe Islands,FRO,1973,6.2586
Faeroe Islands,FRO,1974,7.3554
Faeroe Islands,FRO,1975,8.4297
Faeroe Islands,FRO,1976,7.9034
Faeroe Islands,FRO,1977,9.6529
Faeroe Islands,FRO,1978,9.3885
Faeroe Islands,FRO,1979,11.1778
Faeroe Islands,FRO,1980,9.7224
Faeroe Islands,FRO,1981,10.0556
Faeroe Islands,FRO,1982,10.3853
Faeroe Islands,FRO,1983,10.955
Faeroe Islands,FRO,1984,11.0993
Faeroe Islands,FRO,1985,11.3975
Faeroe Islands,FRO,1986,10.7172
Faeroe Islands,FRO,1987,10.7532
Faeroe Islands,FRO,1988,11.2659
Faeroe Islands,FRO,1989,12.2757
Faeroe Islands,FRO,1990,14.8804
Faeroe Islands,FRO,1991,13.918
Faeroe Islands,FRO,1992,13.8734
Faeroe Islands,FRO,1993,12.5889
Faeroe Islands,FRO,1994,12.5469
Faeroe Islands,FRO,1995,12.5279
Faeroe Islands,FRO,1996,13.1706
Faeroe Islands,FRO,1997,12.8831
Faeroe Islands,FRO,1998,13.5133
Faeroe Islands,FRO,1999,13.5739
Faeroe Islands,FRO,2000,14.7382
Faeroe Islands,FRO,2001,16.2155
Faeroe Islands,FRO,2002,15.3588
Faeroe Islands,FRO,2003,15.4472
Faeroe Islands,FRO,2004,15.7029
Faeroe Islands,FRO,2005,15.1224
Faeroe Islands,FRO,2006,14.1828
Faeroe Islands,FRO,2007,14.4032
Faeroe Islands,FRO,2008,13.1782
Faeroe Islands,FRO,2009,12.031
Faeroe Islands,FRO,2010,13.1834
Faeroe Islands,FRO,2011,11.8774
Faeroe Islands,FRO,2012,12.33
Faeroe Islands,FRO,2013,13.5389
Faeroe Islands,FRO,2014,12.4514
Faeroe Islands,FRO,2015,12.6568
Faeroe Islands,FRO,2016,13.0822
Faeroe Islands,FRO,2017,14.633
Faeroe Islands,FRO,2018,14.9591
Faeroe Islands,FRO,2019,15.121
Faeroe Islands,FRO,2020,13.9957
Fiji,FJI,1950,0.4184
Fiji,FJI,1951,0.4452
Fiji,FJI,1952,0.5168
Fiji,FJI,1953,0.536
Fiji,FJI,1954,0.4854
Fiji,FJI,1955,0.5139
Fiji,FJI,1956,0.5615
Fiji,FJI,1957,0.4619
Fiji,FJI,1958,0.4774
Fiji,FJI,1959,0.5199
Fiji,FJI,1960,0.4935
Fiji,FJI,1961,0.4139
Fiji,FJI,1962,0.5474
Fiji,FJI,1963,0.5543
Fiji,FJI,1964,0.9431
Fiji,FJI,1965,0.742
Fiji,FJI,1966,0.6764
Fiji,FJI,1967,0.728
Fiji,FJI,1968,0.7927
Fiji,FJI,1969,0.8478
Fiji,FJI,1970,0.999
Fiji,FJI,1971,1.0332
Fiji,FJI,1972,1.0658
Fiji,FJI,1973,1.1366
Fiji,FJI,1974,1.1853
Fiji,FJI,1975,1.0797
Fiji,FJI,1976,0.822
Fiji,FJI,1977,1.278
Fiji,FJI,1978,1.1636
Fiji,FJI,1979,1.3457
Fiji,FJI,1980,1.2473
Fiji,FJI,1981,1.6546
Fiji,FJI,1982,1.2497
Fiji,FJI,1983,1.0342
Fiji,FJI,1984,0.824
Fiji,FJI,1985,0.805
Fiji,FJI,1986,0.8322
Fiji,FJI,1987,0.6539
Fiji,FJI,1988,0.7605
Fiji,FJI,1989,0.8628
Fiji,FJI,1990,1.1045
Fiji,FJI,1991,0.9007
Fiji,FJI,1992,0.9955
Fiji,FJI,1993,0.9843
Fiji,FJI,1994,0.9639
Fiji,FJI,1995,0.9737
Fiji,FJI,1996,1.0383
Fiji,FJI,1997,0.9875
Fiji,FJI,1998,0.9519
Fiji,FJI,1999,0.9609
Fiji,FJI,2000,1.0273
Fiji,FJI,2001,1.285
Fiji,FJI,2002,1.0791
Fiji,FJI,2003,1.2707
Fiji,FJI,2004,1.6395
Fiji,FJI,2005,1.3173
Fiji,FJI,2006,1.4527
Fiji,FJI,2007,1.3638
Fiji,FJI,2008,1.0398
Fiji,FJI,2009,0.9119
Fiji,FJI,2010,1.3976
Fiji,FJI,2011,1.2372
Fiji,FJI,2012,1.2047
Fiji,FJI,2013,1.2694
Fiji,FJI,2014,1.436
Fiji,FJI,2015,1.49
Fiji,FJI,2016,1.444
Fiji,FJI,2017,1.552
Fiji,FJI,2018,1.5299
Fiji,FJI,2019,1.5636
Fiji,FJI,2020,1.5544
Finland,FIN,1860,0.0212
Finland,FIN,1861,0.0422
Finland,FIN,1862,0.0421
Finland,FIN,1863,0.0442
Finland,FIN,1864,0.0273
Finland,FIN,1865,0.0357
Finland,FIN,1866,0.0398
Finland,FIN,1867,0.0356
Finland,FIN,1868,0.0502
Finland,FIN,1869,0.0396
Finland,FIN,1870,0.0518
Finland,FIN,1871,0.0636
Finland,FIN,1872,0.0506
Finland,FIN,1873,0.0479
Finland,FIN,1874,0.0668
Finland,FIN,1875,0.0445
Finland,FIN,1876,0.0495
Finland,FIN,1877,0.0581
Finland,FIN,1878,0.0646
Finland,FIN,1879,0.0382
Finland,FIN,1880,0.0484
Finland,FIN,1881,0.0477
Finland,FIN,1882,0.0574
Finland,FIN,1883,0.0549
Finland,FIN,1884,0.0659
Finland,FIN,1885,0.1
Finland,FIN,1886,0.0575
Finland,FIN,1887,0.0567
Finland,FIN,1888,0.0527
Finland,FIN,1889,0.0693
Finland,FIN,1890,0.0886
Finland,FIN,1891,0.0921
Finland,FIN,1892,0.0804
Finland,FIN,1893,0.0795
Finland,FIN,1894,0.089
Finland,FIN,1895,0.0938
Finland,FIN,1896,0.1174
Finland,FIN,1897,0.2021
Finland,FIN,1898,0.1885
Finland,FIN,1899,0.2818
Finland,FIN,1900,0.2275
Finland,FIN,1901,0.1578
Finland,FIN,1902,0.148
Finland,FIN,1903,0.1882
Finland,FIN,1904,0.1917
Finland,FIN,1905,0.2108
Finland,FIN,1906,0.2191
Finland,FIN,1907,0.3124
Finland,FIN,1908,0.4908
Finland,FIN,1909,0.4431
Finland,FIN,1910,0.3639
Finland,FIN,1911,0.4469
Finland,FIN,1912,0.5005
Finland,FIN,1913,0.5573
Finland,FIN,1914,0.2292
Finland,FIN,1915,0.0351
Finland,FIN,1916,0.0589
Finland,FIN,1917,0.0394
Finland,FIN,1918,0.0237
Finland,FIN,1919,0.0766
Finland,FIN,1920,0.0877
Finland,FIN,1921,0.0893
Finland,FIN,1922,0.2228
Finland,FIN,1923,0.4585
Finland,FIN,1924,0.5364
Finland,FIN,1925,0.5212
Finland,FIN,1926,0.4819
Finland,FIN,1927,0.8518
Finland,FIN,1928,0.9257
Finland,FIN,1929,0.9829
Finland,FIN,1930,0.7701
Finland,FIN,1931,0.8686
Finland,FIN,1932,0.8653
Finland,FIN,1933,0.9165
Finland,FIN,1934,1.116
Finland,FIN,1935,0.9859
Finland,FIN,1936,1.382
Finland,FIN,1937,1.8748
Finland,FIN,1938,1.5639
Finland,FIN,1939,1.3278
Finland,FIN,1940,0.6263
Finland,FIN,1941,0.8714
Finland,FIN,1942,0.7486
Finland,FIN,1943,1.0427
Finland,FIN,1944,0.7145
Finland,FIN,1945,0.1665
Finland,FIN,1946,0.8466
Finland,FIN,1947,1.3947
Finland,FIN,1948,2.1469
Finland,FIN,1949,1.2416
Finland,FIN,1950,1.6328
Finland,FIN,1951,1.9694
Finland,FIN,1952,2.1127
Finland,FIN,1953,1.8256
Finland,FIN,1954,2.1833
Finland,FIN,1955,2.5778
Finland,FIN,1956,2.8414
Finland,FIN,1957,2.8311
Finland,FIN,1958,2.4312
Finland,FIN,1959,3.0811
Finland,FIN,1960,3.4021
Finland,FIN,1961,3.3399
Finland,FIN,1962,3.7322
Finland,FIN,1963,4.2716
Finland,FIN,1964,5.0168
Finland,FIN,1965,5.5378
Finland,FIN,1966,6.437
Finland,FIN,1967,6.2301
Finland,FIN,1968,7.2445
Finland,FIN,1969,8.2366
Finland,FIN,1970,8.7493
Finland,FIN,1971,8.7564
Finland,FIN,1972,9.4828
Finland,FIN,1973,10.5488
Finland,FIN,1974,9.9192
Finland,FIN,1975,9.7538
Finland,FIN,1976,10.8141
Finland,FIN,1977,10.562
Finland,FIN,1978,10.8916
Finland,FIN,1979,11.3672
Finland,FIN,1980,12.1421
Finland,FIN,1981,10.6872
Finland,FIN,1982,8.8884
Finland,FIN,1983,8.5277
Finland,FIN,1984,8.6222
Finland,FIN,1985,10.089
Finland,FIN,1986,10.7932
Finland,FIN,1987,11.6314
Finland,FIN,1988,10.4933
Finland,FIN,1989,10.5378
Finland,FIN,1990,11.4023
Finland,FIN,1991,11.004
Finland,FIN,1992,10.7602
Finland,FIN,1993,11.1101
Finland,FIN,1994,12.1071
Finland,FIN,1995,11.3577
Finland,FIN,1996,12.4697
Finland,FIN,1997,12.1744
Finland,FIN,1998,11.4963
Finland,FIN,1999,11.3781
Finland,FIN,2000,10.9944
Finland,FIN,2001,12.0251
Finland,FIN,2002,12.4794
Finland,FIN,2003,13.9002
Finland,FIN,2004,13.155
Finland,FIN,2005,10.8477
Finland,FIN,2006,12.9587
Finland,FIN,2007,12.6026
Finland,FIN,2008,11.0193
Finland,FIN,2009,10.4706
Finland,FIN,2010,11.9467
Finland,FIN,2011,10.5132
Finland,FIN,2012,9.461
Finland,FIN,2013,9.5106
Finland,FIN,2014,8.7239
Finland,FIN,2015,8.0506
Finland,FIN,2016,8.5907
Finland,FIN,2017,8.1018
Finland,FIN,2018,8.3021
Finland,FIN,2019,7.6907
Finland,FIN,2020,7.0907
France,FRA,1802,0.0766
France,FRA,1804,0.0739
France,FRA,1810,0.0705
France,FRA,1811,0.0679
France,FRA,1812,0.0731
France,FRA,1813,0.0673
France,FRA,1814,0.0685
France,FRA,1815,0.0763
France,FRA,1816,0.0812
France,FRA,1817,0.0861
France,FRA,1818,0.0768
France,FRA,1819,0.0821
France,FRA,1820,0.0927
France,FRA,1821,0.0957
France,FRA,1822,0.1001
France,FRA,1823,0.0995
France,FRA,1824,0.1097
France,FRA,1825,0.1227
France,FRA,1826,0.1259
France,FRA,1827,0.1809
France,FRA,1828,0.1899
France,FRA,1829,0.1836
France,FRA,1830,0.1969
France,FRA,1831,0.181
France,FRA,1832,0.1987
France,FRA,1833,0.2146
France,FRA,1834,0.2629
France,FRA,1835,0.2716
France,FRA,1836,0.3105
France,FRA,1837,0.3298
France,FRA,1838,0.3432
France,FRA,1839,0.3331
France,FRA,1840,0.3382
France,FRA,1841,0.3944
France,FRA,1842,0.4129
France,FRA,1843,0.4118
France,FRA,1844,0.4302
France,FRA,1845,0.5008
France,FRA,1846,0.5181
France,FRA,1847,0.5804
France,FRA,1848,0.4629
France,FRA,1849,0.4804
France,FRA,1850,0.5401
France,FRA,1851,0.5502
France,FRA,1852,0.5907
France,FRA,1853,0.6923
France,FRA,1854,0.7963
France,FRA,1855,0.8994
France,FRA,1856,0.9397
France,FRA,1857,0.9551
France,FRA,1858,0.9344
France,FRA,1859,0.9429
France,FRA,1860,1.025
France,FRA,1861,1.1058
France,FRA,1862,1.1639
France,FRA,1863,1.1784
France,FRA,1864,1.2455
France,FRA,1865,1.3077
France,FRA,1866,1.4168
France,FRA,1867,1.4319
France,FRA,1868,1.4609
France,FRA,1869,1.4944
France,FRA,1870,1.3235
France,FRA,1871,1.3139
France,FRA,1872,1.5901
France,FRA,1873,1.7164
France,FRA,1874,1.6308
France,FRA,1875,1.6968
France,FRA,1876,1.6972
France,FRA,1877,1.6579
France,FRA,1878,1.6894
France,FRA,1879,1.7458
France,FRA,1880,1.9663
France,FRA,1881,2.0101
France,FRA,1882,2.1173
France,FRA,1883,2.2157
France,FRA,1884,2.1237
France,FRA,1885,2.0373
France,FRA,1886,2.0166
France,FRA,1887,2.1196
France,FRA,1888,2.2004
France,FRA,1889,2.2504
France,FRA,1890,2.4747
France,FRA,1891,2.475
France,FRA,1892,2.4751
France,FRA,1893,2.4271
France,FRA,1894,2.5645
France,FRA,1895,2.5836
France,FRA,1896,2.6686
France,FRA,1897,2.7904
France,FRA,1898,2.882
France,FRA,1899,3.0101
France,FRA,1900,3.2309
France,FRA,1901,3.1203
France,FRA,1902,2.9335
France,FRA,1903,3.2207
France,FRA,1904,3.1335
France,FRA,1905,3.1651
France,FRA,1906,3.388
France,FRA,1907,3.6075
France,FRA,1908,3.6307
France,FRA,1909,3.7151
France,FRA,1910,3.7338
France,FRA,1911,3.9015
France,FRA,1912,3.9605
France,FRA,1913,4.2986
France,FRA,1914,2.9906
France,FRA,1915,2.6238
France,FRA,1916,2.8043
France,FRA,1917,3.1271
France,FRA,1918,2.8044
France,FRA,1919,3.0127
France,FRA,1920,3.94
France,FRA,1921,3.574
France,FRA,1922,4.2109
France,FRA,1923,4.7232
France,FRA,1924,5.2646
France,FRA,1925,5.4126
France,FRA,1926,5.3753
France,FRA,1927,5.3233
France,FRA,1928,5.2537
France,FRA,1929,5.788
France,FRA,1930,5.8516
France,FRA,1931,5.3466
France,FRA,1932,4.7138
France,FRA,1933,4.9082
France,FRA,1934,4.9638
France,FRA,1935,4.8236
France,FRA,1936,4.8976
France,FRA,1937,5.3908
France,FRA,1938,5.0043
France,FRA,1939,4.8284
France,FRA,1940,3.4153
France,FRA,1941,2.969
France,FRA,1942,3.0246
France,FRA,1943,3.0813
France,FRA,1944,1.9607
France,FRA,1945,2.6174
France,FRA,1946,4.0213
France,FRA,1947,4.4523
France,FRA,1948,4.7472
France,FRA,1949,5.5074
France,FRA,1950,4.8389
France,FRA,1951,5.4463
France,FRA,1952,5.3689
France,FRA,1953,5.0344
France,FRA,1954,5.266
France,FRA,1955,5.5108
France,FRA,1956,6.1351
France,FRA,1957,6.283
France,FRA,1958,5.9671
France,FRA,1959,5.8108
France,FRA,1960,6.4676
France,FRA,1961,6.8009
France,FRA,1962,7.074
France,FRA,1963,7.1023
France,FRA,1964,7.6372
France,FRA,1965,7.4459
France,FRA,1966,7.7003
France,FRA,1967,8.125
France,FRA,1968,8.3349
France,FRA,1969,8.7758
France,FRA,1970,9.0522
France,FRA,1971,9.6185
France,FRA,1972,9.9369
France,FRA,1973,10.3388
France,FRA,1974,9.9167
France,FRA,1975,9.1136
France,FRA,1976,9.8545
France,FRA,1977,9.4935
France,FRA,1978,9.8643
France,FRA,1979,9.895
France,FRA,1980,9.4543
France,FRA,1981,8.4536
France,FRA,1982,8.0639
France,FRA,1983,7.7102
France,FRA,1984,7.4612
France,FRA,1985,7.2972
France,FRA,1986,6.99
France,FRA,1987,6.9015
France,FRA,1988,6.8197
France,FRA,1989,7.0346
France,FRA,1990,6.9352
France,FRA,1991,7.3292
France,FRA,1992,7.1216
France,FRA,1993,6.7573
France,FRA,1994,6.6165
France,FRA,1995,6.6776
France,FRA,1996,6.9365
France,FRA,1997,6.7887
France,FRA,1998,7.0821
France,FRA,1999,7.0105
France,FRA,2000,6.8779
France,FRA,2001,6.9132
France,FRA,2002,6.7891
France,FRA,2003,6.8371
France,FRA,2004,6.8066
France,FRA,2005,6.7984
France,FRA,2006,6.5968
France,FRA,2007,6.3913
France,FRA,2008,6.2369
France,FRA,2009,5.8941
France,FRA,2010,5.9888
France,FRA,2011,5.5951
France,FRA,2012,5.5996
France,FRA,2013,5.5958
France,FRA,2014,5.0766
France,FRA,2015,5.1186
France,FRA,2016,5.1584
France,FRA,2017,5.1971
France,FRA,2018,4.9603
France,FRA,2019,4.8508
France,FRA,2020,4.2381
French Guiana,GUF,1950,0.2876
French Guiana,GUF,1951,0.4189
French Guiana,GUF,1952,0.4087
French Guiana,GUF,1953,0.4002
French Guiana,GUF,1954,0.5238
French Guiana,GUF,1955,0.5144
French Guiana,GUF,1956,0.5049
French Guiana,GUF,1957,0.4948
French Guiana,GUF,1958,0.6045
French Guiana,GUF,1959,0.707
French Guiana,GUF,1960,0.6863
French Guiana,GUF,1961,0.6639
French Guiana,GUF,1962,0.6395
French Guiana,GUF,1963,0.717
French Guiana,GUF,1964,0.7862
French Guiana,GUF,1965,0.9421
French Guiana,GUF,1966,1.0823
French Guiana,GUF,1967,1.6407
French Guiana,GUF,1968,1.9019
French Guiana,GUF,1969,1.826
French Guiana,GUF,1970,2.1404
French Guiana,GUF,1971,2.0676
French Guiana,GUF,1972,2.0009
French Guiana,GUF,1973,2.2172
French Guiana,GUF,1974,1.8817
French Guiana,GUF,1975,2.0854
French Guiana,GUF,1976,4.7379
French Guiana,GUF,1977,5.6917
French Guiana,GUF,1978,5.3242
French Guiana,GUF,1979,8.4938
French Guiana,GUF,1980,5.5803
French Guiana,GUF,1981,4.6571
French Guiana,GUF,1982,4.941
French Guiana,GUF,1983,4.9814
French Guiana,GUF,1984,4.3573
French Guiana,GUF,1985,4.239
French Guiana,GUF,1986,3.9848
French Guiana,GUF,1987,4.2634
French Guiana,GUF,1988,4.957
French Guiana,GUF,1989,6.0811
French Guiana,GUF,1990,6.1291
French Guiana,GUF,1991,6.6268
French Guiana,GUF,1992,6.474
French Guiana,GUF,1993,6.6552
French Guiana,GUF,1994,5.7163
French Guiana,GUF,1995,5.1781
French Guiana,GUF,1996,4.1358
French Guiana,GUF,1997,3.7336
French Guiana,GUF,1998,4.2664
French Guiana,GUF,1999,3.2829
French Guiana,GUF,2000,3.082
French Guiana,GUF,2001,3.2751
French Guiana,GUF,2002,2.8334
French Guiana,GUF,2003,3.4515
French Guiana,GUF,2004,3.2253
French Guiana,GUF,2005,2.9297
French Guiana,GUF,2006,2.418
